Pago
1,0
2,0
3,0
4,0
5,5000
6,5000
7,0
8,5000
9,5000
10,0
11,5000
12,0
13,0
14,5000
15,0
16,0
17,0
18,0
19,5000
20,0
21,0
22,0
23,5000
24,0
25,5000
26,0
27,0
28,0
29,0
30,0
31,5000
32,5000
33,0
34,0
35,5000
36,0
37,5000
38,0
39,0
40,0
41,0
42,5000
43,0
44,0
45,5000
46,0
47,0
48,0
49,5000
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,5000
59,0
60,5000
61,0
62,5000
63,0
64,0
65,5000
66,0
67,5000
68,0
69,0
70,0
71,0
72,0
73,5000
74,0
75,0
76,0
77,0
78,5000
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,5000
87,0
88,5000
89,0
90,5000
91,0
92,5000
93,0
94,5000
95,5000
96,0
97,5000
98,0
99,5000
100,5000
101,0
102,0
103,0
104,0
105,5000
106,5000
107,0
108,0
109,5000
110,5000
111,5000
112,0
113,0
114,5000
115,0
116,0
117,0
118,0
119,5000
120,0
121,5000
122,0
123,5000
124,0
125,0
126,5000
127,0
128,0
129,0
130,0
131,5000
132,0
133,5000
134,0
135,0
136,0
137,0
138,0
139,5000
140,5000
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,5000
151,0
152,0
153,0
154,5000
155,5000
156,0
157,0
158,5000
159,0
160,5000
161,5000
162,0
163,0
164,5000
165,0
166,5000
167,0
168,0
169,5000
170,5000
171,0
172,5000
173,0
174,0
175,0
176,0
177,0
178,5000
179,0
180,0
181,0
182,5000
183,0
184,5000
185,5000
186,0
187,0
188,5000
189,5000
190,0
191,0
192,0
193,0
194,0
195,0
196,5000
197,0
198,0
199,5000
200,0
201,0
202,5000
203,0
204,0
205,5000
206,0
207,0
208,0
209,0
210,5000
211,5000
212,0
213,5000
214,0
215,0
216,5000
217,0
218,0
219,0
220,0
221,0
222,5000
223,0
224,0
225,0
226,5000
227,5000
228,0
229,5000
230,5000
231,5000
232,5000
233,5000
234,0
235,5000
236,0
237,0
238,5000
239,5000
240,5000
241,5000
242,0
243,5000
244,0
245,0
246,0
247,0
248,0
249,5000
250,5000
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,5000
259,0
260,5000
261,5000
262,0
263,5000
264,5000
265,5000
266,0
267,5000
268,0
269,0
270,0
271,0
272,5000
273,5000
274,5000
275,0
276,0
277,5000
278,0
279,0
280,5000
281,0
282,5000
283,0
284,0
285,5000
286,5000
287,5000
288,5000
289,0
290,5000
291,0
292,5000
293,5000
294,5000
295,0
296,5000
297,0
298,5000
299,0
300,5000
